;Соотношение матрица-наполнитель;Плотность, кг/м3;модуль упругости, ГПа;Количество отвердителя, м.%;Содержание эпоксидных групп,%_2;Температура вспышки, С_2;Поверхностная плотность, г/м2;Модуль упругости при растяжении, ГПа;Прочность при растяжении, МПа;Потребление смолы, г/м2;Угол нашивки;Шаг нашивки;Плотность нашивки
191;1.544947168;1967.17562;533.0664226;80.36976363;21.32177746;346.7556782;82.18427486;72.1374099;2083.8023;267.297949;0;8.319777854;56.79052534
192;3.12550088;1995.684721;1360.033813;103.2957477;21.84680586;277.3684747;500.3138902;72.45644746;2186.140055;183.6683527;0;3.910716564;40.35566241
193;2.509977315;1912.215145;1056.096385;87.19883995;21.88315207;252.3310691;781.3553582;71.5554596;2029.147825;206.4287119;0;0.145034143;54.13875557
194;4.414415886;1901.586009;1000.289288;98.24408869;24.48102801;288.4018487;399.8701336;81.20314672;2371.299242;251.3592793;0;2.511646677;75.34827503
195;4.802416428;1953.710048;1038.508782;118.9995852;25.18842922;277.5464568;463.4006048;74.45665579;2326.854626;234.430573;0;13.7324044;64.51046475
196;2.367495138;1926.596503;932.8035604;86.77765228;24.81018786;272.2392125;267.1408175;74.86868422;2883.636497;271.9137156;0;6.378177792;46.07689378
197;2.689064008;2059.842529;538.7366281;137.1185843;25.40172028;263.3870243;1004.066062;68.06237714;2643.225518;294.4216221;0;7.961503054;63.66547821
198;2.051710134;2161.565216;1012.659478;145.16764;24.60362087;274.8936573;837.4803644;81.17523055;2011.622551;176.8175046;0;5.076483149;70.97971562
199;3.591310245;1963.786309;882.5348637;103.2095368;20.0859814;260.5276281;525.2964984;69.34236247;2997.22693;148.7719059;0;10.75138263;74.09399742
200;2.423458467;2142.065822;1023.45275;94.895267;22.05421945;277.9879736;865.0854107;78.13978495;2964.00584;211.5303192;0;6.853963014;45.45398507
201;1.742329313;1912.793826;607.2556673;96.37211918;22.63910133;250.0951223;507.9399039;72.81893584;2391.969073;143.2645595;0;4.228862254;33.93912408
202;3.515680487;1937.658169;363.1266545;89.31613826;23.08551512;246.3052825;128.6955186;65.9799905;2723.855704;247.9647479;0;5.177727837;47.35770152
203;2.927796603;2006.130229;950.6190062;154.6687997;24.18083223;295.1365221;710.1182827;69.21514387;1337.748317;142.5120917;0;6.625209289;43.35442535
204;2.179434815;2045.563517;616.0826749;86.48305485;19.37040146;269.5263933;278.4212399;74.53658956;2744.649094;260.9667499;0;7.088463926;83.18383597
205;4.92278144;2071.260438;408.2946756;100.3336958;20.47844347;318.3929039;691.2808731;71.72913622;2528.068046;159.3654521;0;8.924449658;72.95429368
206;2.066301206;2044.374641;435.555686;158.5616085;20.62565758;270.2754093;641.5921292;74.55720789;1325.301747;151.6820368;0;6.851315975;45.14840006
207;4.309295719;2060.640215;496.2659646;131.4009979;17.89741917;340.2886652;929.0194155;79.86419672;2228.349102;168.4441057;0;7.589292444;43.99616984
208;1.719814267;2056.616323;1546.290886;126.1098635;21.95093097;270.4074712;633.3909727;71.33757199;2811.005983;200.1161561;0;1.970764399;67.05699557
209;3.353747287;1854.265837;340.8277474;98.70348991;23.07397732;286.3315611;449.0132845;74.55400607;2951.501413;247.5212385;0;8.119784294;56.56893115
210;3.322520335;2124.342446;1199.222753;112.1226852;23.95541473;310.5338815;884.2749553;73.83097336;2079.362734;180.4982277;0;6.388655871;76.67382449
211;1.687292482;2045.625257;1440.039623;99.18841276;20.67595538;245.6997259;238.9018127;73.71900564;2268.513805;183.6800436;0;9.230568502;55.85878523
212;2.656641291;1950.144498;1128.32754;81.86701211;18.2274432;224.2925104;762.6773173;72.51156885;2403.003974;279.9089445;0;4.16377867;62.96570414
213;3.550391883;1890.479542;833.7616836;120.8835277;24.21429253;255.0216081;543.906512;73.76924811;2249.948992;208.168598;0;6.977026237;69.07130143
214;3.188597678;1858.282913;995.3325509;146.5263947;22.77429995;334.741102;193.2185682;74.37023322;2429.687741;240.3219538;0;6.422691106;62.67941963
215;3.705645632;1951.457319;887.955304;59.87464895;25.4453063;203.985295;373.0069118;79.10912362;3054.883598;220.1857113;0;5.602384584;74.4025799
216;4.447217118;1975.493358;715.9546282;144.3639956;18.44392435;380.4528746;928.4537153;67.4514897;2413.83696;301.3093217;0;4.134640314;47.40785247
217;2.819898414;1969.824015;834.6607453;112.2182457;22.34455652;199.6540803;633.755931;74.49750423;2513.212824;214.1357479;0;8.280559283;46.08034676
218;2.86205646;1976.800187;315.6647382;130.4778915;20.76196562;187.5623529;582.95398;69.57203453;1850.787485;170.8835035;0;8.673995841;66.16700119
219;3.331445746;1996.3462;497.2810593;123.9618797;21.93232168;239.2289441;268.8838092;71.22114662;2492.548071;111.0740276;0;8.772316327;72.41706453
220;3.771194725;1966.428855;861.8204213;108.3537087;18.62856558;337.6053982;460.7721225;71.44898218;2278.278123;222.6059169;0;3.640991298;65.32591159
221;1.979721969;2100.086722;1019.876711;141.6027315;20.18158972;323.3056484;818.2748509;74.25668407;2304.313891;215.0658436;0;8.565812173;85.98717379
222;3.370618367;1987.384877;322.0286435;104.9367095;20.03210563;301.0770774;453.9194751;71.819606;1946.218959;86.56952247;0;6.910744616;43.90768796
223;4.543065021;1968.722168;137.285934;143.4582707;23.02966444;294.8905701;564.0542084;77.88847586;3267.969502;227.3872514;0;2.438243214;53.97189922
224;2.580988704;1833.199363;611.1998464;144.73865;21.78460399;262.1233911;43.70469868;74.77048666;2868.761037;193.3351871;0;7.19398471;54.67348591
225;2.868744762;1977.688277;149.3823835;95.93124576;26.89673919;251.0767844;188.7003702;75.65889489;2504.363939;158.6517132;0;7.110098982;60.19556278
226;2.472985789;1968.192394;861.7431405;119.2314212;22.48310027;270.0843298;639.5497748;68.88046796;2661.09717;215.5571485;0;1.694136741;69.25124208
227;2.404249767;2021.893253;800.1333248;115.2741031;21.1144405;304.7613117;742.7375679;68.95141789;2981.844691;190.3467732;0;7.438104752;47.62661156
228;2.629945919;1967.017756;282.4022298;121.4122587;19.68412812;222.3570714;118.3046104;75.09585419;2299.369632;159.2080976;0;6.38489034;61.43355851
229;4.112223451;2042.568266;125.9339135;76.34281053;24.14642978;328.9148;737.6533152;71.71427399;1712.832474;199.0835468;0;8.830806838;55.30541702
230;2.906383107;2013.083059;989.0437933;108.0131851;22.3706574;258.991905;32.86345452;71.14613527;3654.434359;298.0928803;0;7.181307752;50.34844249
231;2.036236798;2122.541364;1019.640533;126.5632156;19.43879548;280.8354105;520.0450839;76.00711488;1388.849397;144.2790947;0;3.020630404;56.9726674
232;3.134841739;1982.011195;814.6227573;91.49381214;22.91246597;268.5038745;805.1364854;73.09749257;2186.781209;199.3119953;0;10.19919753;60.63170113
233;1.874437741;1980.266919;1194.444031;129.2612616;21.52188786;301.1274337;165.7765042;70.51759303;2779.925405;239.2728247;0;9.291686156;29.74584906
234;2.992387712;1972.176305;1095.356619;90.59658331;19.47118332;241.7513842;523.2688499;78.93719924;2974.470102;187.8528872;0;13.65398705;65.15310461
235;1.798605259;2012.652044;597.6205042;57.94978005;25.39028304;350.5713196;696.9210236;71.14225511;2816.041281;227.9244773;0;7.043543728;55.66207027
236;2.418690506;1926.530923;1064.104552;98.40679425;24.9020759;271.1263125;87.68508505;77.7488549;1874.105009;241.1488543;0;4.8039953;79.93196384
237;2.44814228;1966.733899;431.352926;146.8317155;23.084397;298.9710922;218.3834843;79.69660617;2590.493514;200.006492;0;8.263046314;47.56056745
238;3.524310798;1972.053816;677.7040625;95.76407158;26.54412293;252.0536128;112.4595645;76.54016876;2229.63118;225.9573828;0;2.867729074;55.48038716
239;1.145348638;1883.369148;850.1258006;151.023237;19.68481028;254.3438188;757.3609472;76.82141835;2301.123716;255.3470231;0;6.702784392;48.33060682
240;1.704097381;1981.385336;948.4760503;101.388796;17.59799006;254.0512109;798.628523;73.83398445;2099.729904;134.4771741;0;10.04699896;46.84250855
241;2.793556979;2018.902014;820.5857604;78.59993411;20.55928049;316.6946693;821.8333119;77.24858586;2753.359818;147.5662454;0;7.407165864;62.80623014
242;4.109624437;1916.227811;950.4341397;132.1567724;23.91145803;273.7753268;266.4924732;71.9560382;2060.985992;302.8941979;0;2.094531799;61.38045638
243;2.820571073;1977.907503;1281.233384;64.0193971;23.64548748;329.2990435;314.0375488;73.83264484;3548.054731;277.1180391;0;10.29965645;78.44349487
244;2.450474609;1854.894692;709.4307379;100.4715673;20.70988006;290.397491;219.5736437;79.14552187;3123.203166;249.0344359;0;6.211327821;69.93749979
245;2.532322734;1999.044769;1074.654861;119.1214673;20.91083461;311.5902189;583.8601019;70.39856173;2127.901282;156.5752651;0;0.939462474;78.42908281
246;3.678477418;2005.412966;414.3753639;131.173357;24.66632774;260.7055475;485.516113;70.83830664;2482.710947;283.3677084;0;9.059405318;31.67418878
247;3.405932188;2030.609895;497.5437233;134.8711061;23.26242641;264.7076994;811.2580984;76.09969661;2868.713028;220.6462959;0;5.577362835;56.83988498
248;2.48316828;1949.480232;610.6640352;99.79078671;22.07087848;364.341247;696.8865424;73.49809312;3052.430194;313.9823445;0;5.301232014;51.27398888
249;2.173815327;1977.302956;495.7424641;133.2218661;23.27562252;277.6453914;239.4560534;69.42000716;2971.013783;279.2817566;0;4.847803194;56.6928593
250;3.864766451;1964.924431;369.4487928;138.6991654;21.90967237;276.3939193;176.4601423;74.01791419;1630.31755;307.3520774;0;7.016181935;67.4489848
251;2.979501423;1993.89516;71.6167708;85.20992413;19.98456772;256.4797105;856.9123954;72.02449386;3005.031002;161.5256743;0;6.968286137;62.22774473
252;3.183372431;1953.008677;1409.793826;63.54842801;24.8610554;225.5148017;633.1518976;73.5519293;2324.703278;235.9516875;0;11.36101254;50.0316909
253;2.286131869;1905.904262;859.6072739;77.06037256;22.001322;249.8493979;500.7676554;76.02096761;2306.283398;355.7586968;0;3.711139541;53.11207378
254;2.463313674;1825.270235;701.7579444;134.3276762;22.85451672;338.5588789;325.480693;76.53687543;1529.828575;313.7451707;0;8.369185361;36.77088769
255;2.016285068;2035.718921;310.2481351;109.9026716;22.89297388;196.3237506;730.9155009;73.51368277;2325.043546;178.511006;0;4.76973281;61.9643618
256;1.819682561;1980.605682;845.0857632;122.8597444;27.51947053;318.3903498;402.4474839;70.61718728;2784.289491;186.9459586;0;9.556081371;58.09909142
257;2.105152874;1840.635917;750.6275173;138.6536353;20.17670851;272.6449941;951.623033;78.87258403;2462.883243;278.8497305;0;6.630210564;50.3639865
258;2.359900213;1958.082042;601.9793567;79.9528549;20.67686403;276.1980963;673.1545987;74.55539694;2604.616498;140.5019791;0;7.956154454;53.92411191
259;4.033174797;1926.383136;137.0595915;114.4522926;23.45897178;276.251735;322.0604061;69.72909465;2011.574567;188.758362;0;7.715732588;59.33657971
260;2.147299304;2005.392022;403.3451836;128.0918094;22.22645465;264.72055;139.8307726;66.05274662;2476.576893;260.0403986;0;3.254296175;35.51428406
261;3.202767539;1911.93168;955.1757622;77.9521509;20.96875277;310.7266832;330.9223841;77.10605586;1811.607492;291.5310213;0;5.189003781;67.45287034
262;2.903232927;2013.100967;784.7992126;114.2944809;21.94983449;213.6546356;252.9577792;76.80994993;3031.73439;277.2797077;0;2.511704088;56.27094955
263;3.083405221;1995.465282;723.5979798;118.7686744;26.7440434;266.0687515;168.1770487;74.23140815;2370.338363;145.7687237;0;3.175259247;39.65903363
264;2.6153093;1958.899439;652.4722867;109.2715498;21.3471964;223.9537846;503.0902727;76.37085906;1758.176203;189.2330976;0;8.719121;43.30617824
265;2.041420165;2037.971965;636.8295142;135.8664534;19.71473345;305.5377811;734.7346058;72.99017653;2820.327742;247.9673034;0;7.581448391;54.73542832
266;3.627405118;1991.091938;652.4015979;130.8539338;20.73213226;234.5006924;353.4714509;73.39002922;2748.078194;132.9112736;0;12.72388631;68.64715306
267;2.557485965;1899.21351;1029.040289;94.6567676;17.2322016;259.487883;303.4722521;72.46139062;2312.89028;180.3290551;0;4.962036063;55.26070199
268;3.223754083;1943.344566;1162.575953;88.73010301;25.27585162;338.5954506;388.991416;76.43916554;3056.993289;105.2046242;0;2.981105778;49.51643911
269;3.147750349;2048.119605;731.8676375;110.2617544;22.32242567;248.5202021;330.9526696;70.36192371;2693.624433;249.2548956;0;7.624957041;54.83858494
270;3.29996077;2077.823589;703.271499;114.1004997;20.70061393;312.9807438;1086.559909;70.32553257;2419.732206;215.9392028;0;8.039612507;52.23074603
271;2.366496645;2062.164657;734.7639845;96.13710237;26.54240007;301.6275509;533.7271031;74.87177875;2010.602841;203.8509409;0;11.82156551;58.824521
272;2.18794517;1975.420548;31.53459141;98.21489908;24.65433554;312.7420471;518.122918;74.78227257;2004.835606;342.9784717;0;9.674628642;60.16306942
273;4.474968063;1982.377729;1152.883022;102.6534783;20.06959177;257.7822075;814.7411224;78.62942208;2748.405735;220.7303164;0;7.501820526;71.57002793
274;1.595284576;1895.084314;539.9664724;151.8438771;21.63008413;311.7568707;760.9931264;69.38401703;2770.622771;97.40181353;0;7.775212548;61.42071704
275;3.800243145;1960.113432;951.3192497;80.5230631;22.01347845;358.3231615;100.1784519;72.47786487;2171.801563;209.5076721;0;6.437513648;43.61604756
276;4.107085967;1989.461473;678.5791568;98.43104748;20.88845446;294.1943811;444.4987138;71.94977772;1944.712515;263.523445;0;7.40105154;66.91858348
277;1.49775914;1885.577035;484.9347566;104.3340615;21.90404241;251.5604045;799.1304796;72.80339792;2748.940902;177.7327906;0;6.52637054;42.25359541
278;3.26647267;2031.435898;1100.051662;72.98208746;18.70154385;222.3465;44.37978328;71.38644641;2582.96778;191.6932618;0;7.653181126;41.00296296
279;3.572789512;1992.344782;724.1091844;129.9472678;22.01361505;304.9409802;914.4707282;74.61165171;2657.574875;164.4484432;0;8.560054957;58.27170534
280;3.113267118;2020.309903;383.006898;129.5787672;20.79884898;306.0881901;777.9627;69.86426131;2160.777729;290.9864645;0;5.364138714;54.58144183
281;3.307663486;1931.881912;1110.896831;62.62092379;25.33408213;294.2113956;362.4071154;76.49376778;2787.386492;136.5483317;0;5.991187634;48.63596897
282;1.712783395;2025.824925;969.3239595;121.9218593;21.34689158;270.0827929;682.2086348;71.01025033;1891.008204;268.0386812;0;6.18386311;35.81607373
283;4.122581313;2122.848291;554.0008458;127.5420933;24.58117141;299.9613364;823.3707106;75.96354347;2291.407954;106.7165792;0;7.034657254;69.35571948
284;2.223337354;1929.584696;444.1844022;123.6873839;20.52004128;292.6786385;469.4365572;71.09077466;1908.203759;216.47929;0;9.511737273;58.19630138
285;2.177306389;2104.054689;925.3315752;92.61801144;15.6958938;298.9301498;1067.89847;69.40945354;2825.427474;218.9463482;0;7.064692205;70.09272795
286;2.995124747;1784.482245;975.8469092;81.44162007;19.70961512;317.8168591;245.6058276;74.8167635;3427.325103;215.7421064;0;3.304156546;47.48781292
287;3.310900143;1975.617983;309.2924133;123.8999447;24.00073869;361.2655234;831.256244;66.2212338;2168.302984;135.2665816;0;6.720533886;62.01258925
288;3.358501607;2051.446463;558.9068993;51.82066759;24.1792746;313.0461028;718.3273072;70.28032683;2069.061505;174.1412945;0;6.337321946;59.22968792
289;4.525591573;2145.150156;220.514857;104.6547744;26.25818544;238.599429;126.8649406;74.14857013;2607.261304;205.8321891;0;3.111944833;45.0970842
290;1.483351661;1924.205209;1228.224016;96.56336858;19.8032006;276.3184764;677.9510935;76.17595166;2362.418794;220.6241863;0;5.041809348;63.79483742
291;1.197595619;2021.635897;1007.448062;143.2782743;24.52564985;336.2470488;752.2524908;70.060483;2474.420265;197.82613;0;5.983357126;57.62790581
292;2.686598447;1831.559944;40.38345505;130.8945461;25.57215384;188.9186736;1151.117374;72.07677297;3140.29696;145.8696783;0;11.70510594;32.14765739
293;2.828984217;1983.145504;950.6795125;61.07449421;22.92292187;278.8504179;955.7453796;69.74879899;2851.631846;290.5770499;0;6.484849011;39.33426194
294;3.56148494;1977.21313;406.477011;84.94601305;23.07623509;246.9699232;510.8171149;69.78380763;3142.987138;203.4977406;0;7.748836453;57.91976006
295;3.552901745;1884.778813;392.8695932;124.743925;18.72690913;263.0596306;319.2008202;72.27986209;3628.877193;165.402757;0;6.484677728;62.22094704
296;3.39100887;2023.785804;723.9214022;136.901365;21.65013761;327.4028556;726.6277403;72.50933189;2305.241225;199.5615894;0;10.18767233;57.61532694
297;2.224519757;2049.933793;639.456649;109.4385326;20.1753001;320.1576895;215.4726461;69.46711983;2085.90071;224.5471764;0;9.096100937;55.15833974
298;4.527204695;2010.426513;888.1915625;93.03189093;24.44748006;287.5328131;274.4590256;75.33958774;2548.880772;257.4957228;0;9.390243066;40.25097735
299;2.890203363;1980.301554;587.8232724;130.1650943;25.23752959;246.0674207;212.5183142;76.45211924;2421.754959;137.0776898;0;11.56504508;69.51683249
300;2.143968522;1807.59591;361.0222378;176.918846;22.95992378;275.341718;122.4787646;73.54471959;2711.669582;239.1856542;0;6.65585826;62.39574755
301;1.563170775;1984.39556;1066.200342;132.9857985;18.48026938;323.2638703;318.1658647;72.07236449;1637.085577;260.0514878;0;5.057608891;36.07729629
302;2.99404939;1951.132521;710.3623;91.57347535;26.52035968;245.4827821;726.3152063;75.51155522;2674.798693;240.8016896;0;6.032529202;66.06648842
303;2.334623804;1984.314513;316.9793755;56.63656717;26.37217598;274.8734671;312.5853038;71.70266838;2122.101655;195.2976988;0;2.896973197;65.09961793
304;3.163426939;2002.151042;1115.353557;113.38647;20.55256779;328.9686078;578.4860483;72.56608589;2696.81174;247.8973984;0;8.357575666;66.3571197
305;3.502063435;2074.527172;431.0236441;110.4202232;23.88232544;248.8077793;699.7250689;73.08740668;3141.61604;210.6355307;0;2.237270741;50.39985024
306;1.190538213;1965.695835;785.2381696;99.18655215;22.15528159;305.3737116;976.4887582;76.9863365;2099.213943;157.8318522;0;10.06804104;39.14088902
307;2.124424411;1970.726352;546.8160509;167.7449373;20.32617434;274.4339592;351.0296589;74.44589142;2723.281123;256.1120815;0;4.894334939;42.22040392
308;2.870681482;1984.839475;923.0844993;117.2903186;20.55534361;233.4178839;1120.68497;70.77796389;2347.009635;108.3424349;0;1.565613458;40.47191086
309;4.748106469;1951.479449;891.7849845;107.4903348;24.37094078;351.9348791;147.4183176;76.69922103;2707.411624;303.7564064;0;8.606411241;39.45270623
310;1.457704052;1992.625582;787.0536154;115.1684152;22.46326635;314.8132001;76.73985038;75.45459026;2715.674063;317.2571688;0;8.099135972;34.65843294
311;3.604673852;2055.243403;956.2468639;48.91147626;23.47046316;295.9005907;556.4560445;79.58295747;2622.990761;234.2995351;0;5.982363109;57.53295648
312;2.696375636;1970.830855;890.8895088;150.5731615;19.35820654;300.0633735;498.0791967;70.84635921;2539.447296;200.3361146;0;10.23865334;77.27772814
313;2.748425931;1888.349132;291.2474795;135.1381723;20.7969408;316.7655981;461.1510947;69.40597515;2348.286266;90.5092995;0;8.569540209;51.24034681
314;4.275325337;1894.104387;893.5664058;84.49776033;20.21976358;220.4141185;515.6997891;76.66083506;2576.011504;214.1050998;0;6.864121151;72.01709045
315;2.9088347;2150.793053;885.8172854;89.43100837;22.66034164;285.955223;605.7997174;69.4757804;2696.46922;267.3206402;0;7.130080282;67.56631794
316;2.661267126;1948.878616;719.2465381;97.87478219;21.37626028;273.8888459;976.777577;77.17120942;2414.507362;162.9982343;0;7.358026827;49.36076548
317;3.324729612;2011.506008;1201.382631;101.0106938;19.42551316;301.2760199;262.3128282;75.3365325;1865.688833;154.818884;0;7.376520413;64.46220788
318;2.871561683;2021.754641;674.1988912;109.2465706;21.13257276;283.5568168;534.4602827;77.82567664;1823.256512;202.3261465;0;10.79599724;70.76881625
319;2.097010128;2013.208862;429.9190916;62.74327191;23.96123332;248.8492927;322.2206322;71.75890877;2167.53303;250.822178;0;9.718022813;52.69810697
320;2.544191919;2062.918247;718.4926376;119.9244251;21.04350051;237.9112364;223.0494802;76.39887496;2300.777919;242.4168746;0;5.939560093;78.84777091
321;3.281520208;2015.70477;695.7410049;122.2732223;20.64628359;364.8725577;904.6233376;66.52217502;2363.62123;213.6755988;0;2.18377334;56.13974646
322;2.987213471;1906.38414;41.02605626;123.7014919;23.29032164;273.8571587;39.81908136;72.12402022;2038.469587;212.3077114;0;5.140035294;39.04088971
323;3.1704395;2048.58597;1210.607454;122.7107234;21.44217833;263.9844417;681.7143873;75.81972222;2896.345346;256.7374021;0;7.159747319;65.95128784
324;2.375977259;1918.698103;623.4385759;130.5940712;21.53694609;276.4644826;161.9619692;72.49078259;2790.299491;257.1473885;0;2.215651928;60.9219295
325;1.165743498;2035.604007;757.3572746;103.8065423;18.63712833;307.6295174;663.8132983;68.78466138;2563.179739;133.3787108;0;7.465066934;41.24645203
326;2.717755013;2092.17875;21.77199377;48.08711446;26.10516664;289.4944006;8.460317445;71.6170304;2680.194401;212.6378109;0;6.117312108;45.5418348
327;3.048680866;1937.582253;512.5966992;111.0684715;22.57446567;343.7676215;974.6445397;69.47151691;2180.474029;163.7047622;0;6.51132888;54.06875157
328;2.802618407;1948.417954;798.3114544;91.21869894;20.6271159;254.4584785;115.7601062;72.81483025;3323.638821;104.1373108;0;8.779019206;43.7098416
329;2.488008745;2015.679146;666.7666639;124.5546474;24.65551201;344.9919997;330.3992664;70.70184535;2190.631608;244.3149964;0;2.786071444;70.92271556
330;2.533666029;1949.062865;1013.706475;138.336589;24.13150672;275.0938368;160.5132454;73.72639353;3259.581376;228.4104936;0;10.4026286;70.16984582
331;3.272958147;2033.502371;622.5017968;91.07095935;21.45387008;260.8248893;395.1706933;78.91448118;2553.615831;223.8872462;0;6.818546816;63.07818621
332;3.950501432;1910.632051;700.9070947;152.821434;22.33325381;235.9401523;143.0308544;68.83049574;2434.857214;265.8372775;0;5.907932103;55.94845525
333;4.62088679;2017.040094;1050.535971;114.6444851;23.74549516;252.1475413;701.8427685;80.01877753;2170.59671;232.5310763;0;7.259910626;53.41559927
334;2.403275394;1982.384109;956.90666;117.0136957;22.54092834;267.8879083;808.6896649;78.89128757;1741.146686;240.1848785;0;9.699155575;79.80809062
335;2.958671608;1844.280835;967.3277243;67.16762096;16.04897833;286.3081076;385.4432898;71.13037129;1957.342131;253.5194275;0;5.154471054;77.35558953
336;1.988732184;2008.300311;866.5962633;82.55862739;26.64700443;274.5632061;342.5402681;78.20273121;2407.873386;235.1714226;0;8.46567246;50.63643863
337;2.736566371;2010.795406;1047.328372;130.5319509;22.31646996;302.2716956;347.4333816;69.03945649;2730.758242;166.1011738;0;8.77974217;64.05656131
338;4.160825254;2034.313109;561.7729348;102.1803148;19.27741571;286.6260507;785.9871285;74.54728933;2076.460084;223.4578101;0;4.446655195;53.04926341
339;2.103972245;1900.221852;416.0242401;120.9343725;21.29259881;304.9353627;28.22115268;73.4485396;2765.547153;259.9164729;0;4.994730225;54.33422713
340;3.400159965;2028.453129;1210.226312;120.8178551;24.88499884;288.3966625;730.6545689;76.98212247;1750.377522;128.6857818;0;9.327996797;82.95615748
341;2.728815905;2075.898989;893.8871578;134.8501262;20.16373521;303.9307642;271.6699426;72.62338421;3003.335579;354.9580878;0;9.160705483;84.31076538
342;3.666993325;2019.574351;566.8017992;108.0530399;24.3171069;327.2191884;443.6860256;80.11426613;3320.951281;219.1988822;0;7.303775537;52.92225816
343;4.415465197;2040.590803;409.1997267;126.2908401;20.98529399;227.5533306;57.2559205;74.80854862;2191.285164;213.5717768;0;7.583152603;65.17987353
344;1.067338679;1964.288205;349.326632;107.2883832;19.98854357;223.4490611;62.73502588;73.26994065;2269.070085;226.8386659;0;3.986858835;57.34191985
345;4.027066327;1872.815982;1198.866268;90.67186216;23.60726036;333.3413838;27.53652751;74.06490253;1466.03066;166.7488468;0;9.542090218;36.57001609
346;3.378918441;1944.606404;894.0371876;113.0081051;20.0878523;250.6337673;589.8832568;70.19123519;2370.078697;210.2961118;0;5.31201838;73.29392547
347;2.498732601;2057.949554;334.4800771;91.28115506;22.52060938;266.5445619;271.2332534;77.03947222;3441.764986;174.3749386;0;7.798752309;37.1917726
348;2.076998932;2032.742037;717.818677;124.5939642;25.27360244;320.2324847;310.6547672;74.03763654;3065.236326;172.5741061;0;5.47184301;59.02886374
349;2.274592297;2036.669536;734.1646786;93.29252911;21.15843878;308.050784;530.8899127;69.33854071;2465.32211;240.1314902;0;3.425546811;39.65378926
350;4.228051033;1839.671316;316.0274732;155.7780807;25.36918674;359.6424827;132.4483253;71.32475986;2439.030558;327.4396653;0;6.748680136;57.16393975
351;3.027069139;2095.716754;920.7628166;105.778668;20.53213521;244.4765929;859.4323381;72.42946732;2844.65551;196.442031;0;4.538570584;63.56164512
352;3.976956003;1957.161174;842.6926814;97.57365128;22.13028356;263.0325028;184.4766364;73.66779401;2935.102229;217.2097435;0;11.85412592;61.23886212
353;2.550062711;1938.288078;943.9079932;100.6104376;17.62402525;312.4253155;857.4917416;77.65362272;1946.709931;239.8840433;0;8.356368661;64.52259454
354;0.551508498;1934.55567;470.6191545;119.5034743;23.0951872;332.1234153;396.8475678;73.79761773;2687.995919;166.0879417;0;8.749852217;47.17634537
355;3.360842477;2012.879452;1128.78947;90.22554032;24.37378333;259.9088971;589.6645056;68.31452498;2793.783901;184.9087269;0;6.542380044;46.23788635
356;3.563509419;1861.493546;815.9936414;134.8559879;23.34066547;227.3329743;153.8535947;79.91618487;3089.128812;343.5159797;0;3.570409821;64.04096464
357;3.547354333;1910.839317;440.0666153;117.5927186;20.93703839;275.128248;937.4942385;70.88140091;2501.813148;291.4531173;0;7.707984913;55.61903209
358;3.940619487;1964.780616;443.9249757;84.33763529;20.05706081;262.4705475;334.7009781;78.07165103;2174.61539;255.3041907;0;6.904561863;58.52324695
359;2.386410369;1980.956452;750.9038279;112.8215487;22.19537702;241.2185822;580.0775674;70.01239569;2413.385969;108.2995732;0;12.63484395;37.54737286
360;1.678846435;1954.634295;589.76916;156.8767982;25.91676343;300.3028141;738.1174784;74.29190686;2273.03216;245.6297032;0;5.078708317;82.75027148
361;3.723067521;1964.197325;579.1818058;111.6746593;23.47591773;277.1420213;879.8024633;72.82299971;1876.135898;141.4187936;0;9.424225204;78.49415262
362;4.131737144;1986.944561;848.4274462;113.2745212;21.46080881;352.4689411;396.7410738;71.16939998;2427.562688;334.8820684;0;10.87294016;76.94558055
363;1.273272519;1915.642767;472.3132953;93.29097653;16.70410798;212.8330557;335.4500133;71.83855196;2478.484767;149.8076024;0;4.996653932;54.51371554
364;2.241090439;1920.337789;1199.071367;78.20433614;22.81655601;296.431553;599.4967212;69.84783117;3225.847835;205.0788575;0;3.709432417;49.60322939
365;3.037696532;1928.47142;1171.231218;82.89237107;20.67806997;317.2699382;200.9849775;71.29504356;1929.64682;300.7494934;0;6.370797779;52.42236254
366;3.75861775;2076.601526;988.2522718;109.2081573;20.25543915;238.9602951;106.7682781;72.08779458;2919.91604;132.8672065;0;5.197650035;61.43612221
367;3.065947131;2020.828331;924.667791;88.68812665;24.80237922;292.716588;636.8365319;69.49243311;1799.493329;205.6202766;0;5.315338217;56.00414125
368;2.827055495;2003.31707;890.8883084;154.9663248;24.46172956;307.7972907;573.0153093;71.92750651;2570.365126;232.1838469;0;3.682170854;82.01101404
369;3.341902349;1855.989682;718.9422439;139.7713267;21.21326519;270.0171855;549.1052587;70.26105319;1996.025174;164.0993105;0;7.823352408;60.37137202
370;5.040265171;1951.741603;632.9742682;108.5716111;23.79558916;234.8578051;506.0400315;73.92003865;2645.789989;294.0880873;0;13.37877211;50.93418211
371;3.63869887;2056.808647;608.0283446;106.7809034;22.25940621;262.3998517;430.899259;75.72691857;2052.933274;301.0095155;0;9.78554839;56.09459505
372;4.072456904;2011.658204;567.265176;88.97376549;21.37690606;334.2264984;263.8451684;75.30965743;1837.495727;241.9866949;0;8.709637564;66.63453961
373;3.122089265;1913.534937;647.50192;113.9823398;20.58283722;248.8899106;673.0344476;75.7699461;2566.678184;191.7851673;0;4.720373537;43.79587937
